Entity,Code,Date,Case fatality rate of COVID-19 (%) (Only observations with ≥100 cases) (%)
Low income,,"Mar 22, 2020",2.21
Low income,,"Mar 23, 2020",2.415
Low income,,"Mar 24, 2020",2.545
Low income,,"Mar 25, 2020",2.663
Low income,,"Mar 26, 2020",2.206
Low income,,"Mar 27, 2020",2.062
Low income,,"Mar 28, 2020",2.326
Low income,,"Mar 29, 2020",3.63
Low income,,"Mar 30, 2020",3.779
Low income,,"Mar 31, 2020",3.907
Low income,,"Apr 1, 2020",3.659
Low income,,"Apr 2, 2020",3.772
Low income,,"Apr 3, 2020",3.707
Low income,,"Apr 4, 2020",3.733
Low income,,"Apr 5, 2020",3.706
Low income,,"Apr 6, 2020",4.134
Low income,,"Apr 7, 2020",3.817
Low income,,"Apr 8, 2020",3.936
Low income,,"Apr 9, 2020",4.066
Low income,,"Apr 10, 2020",3.829
Low income,,"Apr 11, 2020",3.713
Low income,,"Apr 12, 2020",3.728
Low income,,"Apr 13, 2020",3.651
Low income,,"Apr 14, 2020",3.612
Low income,,"Apr 15, 2020",3.653
Low income,,"Apr 16, 2020",3.689
Low income,,"Apr 17, 2020",3.747
Low income,,"Apr 18, 2020",3.775
Low income,,"Apr 19, 2020",3.719
Low income,,"Apr 20, 2020",3.663
Low income,,"Apr 21, 2020",3.6
Low income,,"Apr 22, 2020",3.483
Low income,,"Apr 23, 2020",3.637
Low income,,"Apr 24, 2020",3.621
Low income,,"Apr 25, 2020",3.564
Low income,,"Apr 26, 2020",3.601
Low income,,"Apr 27, 2020",3.769
Low income,,"Apr 28, 2020",3.676
Low income,,"Apr 29, 2020",3.635
Low income,,"Apr 30, 2020",3.519
Low income,,"May 1, 2020",3.433
Low income,,"May 2, 2020",3.378
Low income,,"May 3, 2020",3.378
Low income,,"May 4, 2020",3.429
Low income,,"May 5, 2020",3.385
Lower middle income,,"Mar 7, 2020",0.943
Lower middle income,,"Mar 8, 2020",0.84
Lower middle income,,"Mar 9, 2020",1.163
Lower middle income,,"Mar 10, 2020",0.873
Lower middle income,,"Mar 11, 2020",0.741
Lower middle income,,"Mar 12, 2020",1.458
Lower middle income,,"Mar 13, 2020",1.786
Lower middle income,,"Mar 14, 2020",2.982
Lower middle income,,"Mar 15, 2020",2.548
Lower middle income,,"Mar 16, 2020",3.104
Lower middle income,,"Mar 17, 2020",2.369
Lower middle income,,"Mar 18, 2020",2.405
Lower middle income,,"Mar 19, 2020",2.517
Lower middle income,,"Mar 20, 2020",2.97
Lower middle income,,"Mar 21, 2020",3.021
Lower middle income,,"Mar 22, 2020",3.147
Lower middle income,,"Mar 23, 2020",3.289
Lower middle income,,"Mar 24, 2020",3.357
Lower middle income,,"Mar 25, 2020",3.255
Lower middle income,,"Mar 26, 2020",3.177
Lower middle income,,"Mar 27, 2020",3.443
Lower middle income,,"Mar 28, 2020",3.619
Lower middle income,,"Mar 29, 2020",3.754
Lower middle income,,"Mar 30, 2020",3.702
Lower middle income,,"Mar 31, 2020",3.714
Lower middle income,,"Apr 1, 2020",3.746
Lower middle income,,"Apr 2, 2020",3.766
Lower middle income,,"Apr 3, 2020",3.805
Lower middle income,,"Apr 4, 2020",3.742
Lower middle income,,"Apr 5, 2020",3.873
Lower middle income,,"Apr 6, 2020",3.796
Lower middle income,,"Apr 7, 2020",3.723
Lower middle income,,"Apr 8, 2020",3.79
Lower middle income,,"Apr 9, 2020",3.826
Lower middle income,,"Apr 10, 2020",3.952
Lower middle income,,"Apr 11, 2020",4.021
Lower middle income,,"Apr 12, 2020",4.113
Lower middle income,,"Apr 13, 2020",4.274
Lower middle income,,"Apr 14, 2020",4.215
Lower middle income,,"Apr 15, 2020",4.271
Lower middle income,,"Apr 16, 2020",4.177
Lower middle income,,"Apr 17, 2020",4.131
Lower middle income,,"Apr 18, 2020",4.094
Lower middle income,,"Apr 19, 2020",4.03
Lower middle income,,"Apr 20, 2020",4.061
Lower middle income,,"Apr 21, 2020",4.006
Lower middle income,,"Apr 22, 2020",3.981
Lower middle income,,"Apr 23, 2020",3.94
Lower middle income,,"Apr 24, 2020",3.836
Lower middle income,,"Apr 25, 2020",3.806
Lower middle income,,"Apr 26, 2020",3.782
Lower middle income,,"Apr 27, 2020",3.739
Lower middle income,,"Apr 28, 2020",3.748
Lower middle income,,"Apr 29, 2020",3.736
Lower middle income,,"Apr 30, 2020",3.736
Lower middle income,,"May 1, 2020",3.708
Lower middle income,,"May 2, 2020",3.629
Lower middle income,,"May 3, 2020",3.624
Lower middle income,,"May 4, 2020",3.564
Lower middle income,,"May 5, 2020",3.557
Luxembourg,LUX,"Mar 18, 2020",0.714
Luxembourg,LUX,"Mar 19, 2020",0.952
Luxembourg,LUX,"Mar 20, 2020",1.159
Luxembourg,LUX,"Mar 21, 2020",1.033
Luxembourg,LUX,"Mar 22, 2020",1.194
Luxembourg,LUX,"Mar 23, 2020",1.003
Luxembourg,LUX,"Mar 24, 2020",0.914
Luxembourg,LUX,"Mar 25, 2020",0.728
Luxembourg,LUX,"Mar 26, 2020",0.6
Luxembourg,LUX,"Mar 27, 2020",0.619
Luxembourg,LUX,"Mar 28, 2020",0.935
Luxembourg,LUX,"Mar 29, 2020",0.983
Luxembourg,LUX,"Mar 30, 2020",1.077
Luxembourg,LUX,"Mar 31, 2020",1.107
Luxembourg,LUX,"Apr 1, 2020",1.056
Luxembourg,LUX,"Apr 2, 2020",1.251
Luxembourg,LUX,"Apr 3, 2020",1.206
Luxembourg,LUX,"Apr 4, 2020",1.187
Luxembourg,LUX,"Apr 5, 2020",1.136
Luxembourg,LUX,"Apr 6, 2020",1.284
Luxembourg,LUX,"Apr 7, 2020",1.442
Luxembourg,LUX,"Apr 8, 2020",1.481
Luxembourg,LUX,"Apr 9, 2020",1.516
Luxembourg,LUX,"Apr 10, 2020",1.669
Luxembourg,LUX,"Apr 11, 2020",1.675
Luxembourg,LUX,"Apr 12, 2020",1.896
Luxembourg,LUX,"Apr 13, 2020",2.012
Luxembourg,LUX,"Apr 14, 2020",2.035
Luxembourg,LUX,"Apr 15, 2020",2.026
Luxembourg,LUX,"Apr 16, 2020",2.046
Luxembourg,LUX,"Apr 17, 2020",2.003
Luxembourg,LUX,"Apr 18, 2020",2.069
Luxembourg,LUX,"Apr 19, 2020",2.036
Luxembourg,LUX,"Apr 20, 2020",2.056
Luxembourg,LUX,"Apr 21, 2020",2.108
Luxembourg,LUX,"Apr 22, 2020",2.156
Luxembourg,LUX,"Apr 23, 2020",2.189
Luxembourg,LUX,"Apr 24, 2020",2.265
Luxembourg,LUX,"Apr 25, 2020",2.3
Luxembourg,LUX,"Apr 26, 2020",2.29
Luxembourg,LUX,"Apr 27, 2020",2.364
Luxembourg,LUX,"Apr 28, 2020",2.36
Luxembourg,LUX,"Apr 29, 2020",2.379
Luxembourg,LUX,"Apr 30, 2020",2.361
Luxembourg,LUX,"May 1, 2020",2.378
Luxembourg,LUX,"May 2, 2020",2.42
Luxembourg,LUX,"May 3, 2020",2.413
Luxembourg,LUX,"May 4, 2020",2.51
Luxembourg,LUX,"May 5, 2020",2.508
Macedonia,MKD,"Mar 23, 2020",0.877
Macedonia,MKD,"Mar 24, 2020",1.471
Macedonia,MKD,"Mar 25, 2020",1.351
Macedonia,MKD,"Mar 26, 2020",1.13
Macedonia,MKD,"Mar 27, 2020",1.493
Macedonia,MKD,"Mar 28, 2020",1.37
Macedonia,MKD,"Mar 29, 2020",1.66
Macedonia,MKD,"Mar 30, 2020",2.317
Macedonia,MKD,"Mar 31, 2020",2.456
Macedonia,MKD,"Apr 1, 2020",2.736
Macedonia,MKD,"Apr 2, 2020",2.825
Macedonia,MKD,"Apr 3, 2020",3.107
Macedonia,MKD,"Apr 4, 2020",2.791
Macedonia,MKD,"Apr 5, 2020",3.52
Macedonia,MKD,"Apr 6, 2020",3.52
Macedonia,MKD,"Apr 7, 2020",3.684
Macedonia,MKD,"Apr 8, 2020",4.341
Macedonia,MKD,"Apr 9, 2020",4.862
Macedonia,MKD,"Apr 10, 2020",4.827
Macedonia,MKD,"Apr 11, 2020",4.501
Macedonia,MKD,"Apr 12, 2020",4.474
Macedonia,MKD,"Apr 13, 2020",4.106
Macedonia,MKD,"Apr 14, 2020",4.45
Macedonia,MKD,"Apr 15, 2020",4.846
Macedonia,MKD,"Apr 16, 2020",4.62
Macedonia,MKD,"Apr 17, 2020",4.255
Macedonia,MKD,"Apr 18, 2020",4.387
Macedonia,MKD,"Apr 19, 2020",4.188
Macedonia,MKD,"Apr 20, 2020",4.225
Macedonia,MKD,"Apr 21, 2020",4.408
Macedonia,MKD,"Apr 22, 2020",4.468
Macedonia,MKD,"Apr 23, 2020",4.448
Macedonia,MKD,"Apr 24, 2020",4.308
Macedonia,MKD,"Apr 25, 2020",4.299
Macedonia,MKD,"Apr 26, 2020",4.316
Macedonia,MKD,"Apr 27, 2020",4.401
Macedonia,MKD,"Apr 28, 2020",4.646
Macedonia,MKD,"Apr 29, 2020",4.996
Macedonia,MKD,"Apr 30, 2020",5.062
Macedonia,MKD,"May 1, 2020",5.256
Macedonia,MKD,"May 2, 2020",5.422
Macedonia,MKD,"May 3, 2020",5.445
Macedonia,MKD,"May 4, 2020",5.559
Macedonia,MKD,"May 5, 2020",5.599
Malaysia,MYS,"Mar 18, 2020",0.297
Malaysia,MYS,"Mar 19, 2020",0.253
Malaysia,MYS,"Mar 20, 2020",0.222
Malaysia,MYS,"Mar 21, 2020",0.194
Malaysia,MYS,"Mar 22, 2020",0.338
Malaysia,MYS,"Mar 23, 2020",0.766
Malaysia,MYS,"Mar 24, 2020",0.922
Malaysia,MYS,"Mar 25, 2020",0.924
Malaysia,MYS,"Mar 26, 2020",1.058
Malaysia,MYS,"Mar 27, 2020",1.132
Malaysia,MYS,"Mar 28, 2020",1.203
Malaysia,MYS,"Mar 29, 2020",1.164
Malaysia,MYS,"Mar 30, 2020",1.377
Malaysia,MYS,"Mar 31, 2020",1.409
Malaysia,MYS,"Apr 1, 2020",1.555
Malaysia,MYS,"Apr 2, 2020",1.547
Malaysia,MYS,"Apr 3, 2020",1.605
Malaysia,MYS,"Apr 4, 2020",1.59
Malaysia,MYS,"Apr 5, 2020",1.637
Malaysia,MYS,"Apr 6, 2020",1.666
Malaysia,MYS,"Apr 7, 2020",1.635
Malaysia,MYS,"Apr 8, 2020",1.59
Malaysia,MYS,"Apr 9, 2020",1.578
Malaysia,MYS,"Apr 10, 2020",1.585
Malaysia,MYS,"Apr 11, 2020",1.611
Malaysia,MYS,"Apr 12, 2020",1.611
Malaysia,MYS,"Apr 13, 2020",1.623
Malaysia,MYS,"Apr 14, 2020",1.599
Malaysia,MYS,"Apr 15, 2020",1.644
Malaysia,MYS,"Apr 16, 2020",1.636
Malaysia,MYS,"Apr 17, 2020",1.621
Malaysia,MYS,"Apr 18, 2020",1.638
Malaysia,MYS,"Apr 19, 2020",1.659
Malaysia,MYS,"Apr 20, 2020",1.652
Malaysia,MYS,"Apr 21, 2020",1.641
Malaysia,MYS,"Apr 22, 2020",1.678
Malaysia,MYS,"Apr 23, 2020",1.681
Malaysia,MYS,"Apr 24, 2020",1.696
Malaysia,MYS,"Apr 25, 2020",1.687
Malaysia,MYS,"Apr 26, 2020",1.707
Malaysia,MYS,"Apr 27, 2020",1.696
Malaysia,MYS,"Apr 28, 2020",1.701
Malaysia,MYS,"Apr 29, 2020",1.709
Malaysia,MYS,"Apr 30, 2020",1.682
Malaysia,MYS,"May 1, 2020",1.699
Malaysia,MYS,"May 2, 2020",1.697
Malaysia,MYS,"May 3, 2020",1.668
Malaysia,MYS,"May 4, 2020",1.667
Malaysia,MYS,"May 5, 2020",1.653
Maldives,MDV,"May 1, 2020",0.214
Maldives,MDV,"May 2, 2020",0.204
Maldives,MDV,"May 3, 2020",0.193
Maldives,MDV,"May 4, 2020",0.19
Maldives,MDV,"May 5, 2020",0.181
Mali,MLI,"Apr 12, 2020",8.571
Mali,MLI,"Apr 13, 2020",7.759
Mali,MLI,"Apr 14, 2020",8.13
Mali,MLI,"Apr 15, 2020",9.028
Mali,MLI,"Apr 16, 2020",8.784
Mali,MLI,"Apr 17, 2020",7.602
Mali,MLI,"Apr 18, 2020",6.842
Mali,MLI,"Apr 19, 2020",6.019
Mali,MLI,"Apr 20, 2020",6.25
Mali,MLI,"Apr 21, 2020",5.691
Mali,MLI,"Apr 22, 2020",5.426
Mali,MLI,"Apr 23, 2020",5.802
Mali,MLI,"Apr 24, 2020",6.796
Mali,MLI,"Apr 25, 2020",6.462
Mali,MLI,"Apr 26, 2020",5.676
Mali,MLI,"Apr 27, 2020",5.913
Mali,MLI,"Apr 28, 2020",5.637
Mali,MLI,"Apr 29, 2020",5.66
Mali,MLI,"Apr 30, 2020",5.187
Mali,MLI,"May 1, 2020",5.306
Mali,MLI,"May 2, 2020",5.118
Mali,MLI,"May 3, 2020",4.779
Mali,MLI,"May 4, 2020",4.796
Mali,MLI,"May 5, 2020",5
Malta,MLT,"Apr 9, 2020",0.334
Malta,MLT,"Apr 10, 2020",0.593
Malta,MLT,"Apr 11, 2020",0.571
Malta,MLT,"Apr 12, 2020",0.811
Malta,MLT,"Apr 13, 2020",0.794
Malta,MLT,"Apr 14, 2020",0.781
Malta,MLT,"Apr 15, 2020",0.763
Malta,MLT,"Apr 16, 2020",0.752
Malta,MLT,"Apr 17, 2020",0.728
Malta,MLT,"Apr 18, 2020",0.711
Malta,MLT,"Apr 19, 2020",0.704
Malta,MLT,"Apr 20, 2020",0.703
Malta,MLT,"Apr 21, 2020",0.696
Malta,MLT,"Apr 22, 2020",0.677
Malta,MLT,"Apr 23, 2020",0.676
Malta,MLT,"Apr 24, 2020",0.674
Malta,MLT,"Apr 25, 2020",0.671
Malta,MLT,"Apr 26, 2020",0.893
Malta,MLT,"Apr 27, 2020",0.893
Malta,MLT,"Apr 28, 2020",0.889
Malta,MLT,"Apr 29, 2020",0.889
Malta,MLT,"Apr 30, 2020",0.864
Malta,MLT,"May 1, 2020",0.86
Malta,MLT,"May 2, 2020",0.857
Malta,MLT,"May 3, 2020",0.857
Malta,MLT,"May 4, 2020",0.839
Malta,MLT,"May 5, 2020",0.833
Mauritius,MUS,"Mar 29, 2020",1.961
Mauritius,MUS,"Mar 30, 2020",2.727
Mauritius,MUS,"Mar 31, 2020",2.344
Mauritius,MUS,"Apr 1, 2020",2.098
Mauritius,MUS,"Apr 2, 2020",3.247
Mauritius,MUS,"Apr 3, 2020",4.142
Mauritius,MUS,"Apr 4, 2020",3.763
Mauritius,MUS,"Apr 5, 2020",3.571
Mauritius,MUS,"Apr 6, 2020",3.084
Mauritius,MUS,"Apr 7, 2020",2.869
Mauritius,MUS,"Apr 8, 2020",2.612
Mauritius,MUS,"Apr 9, 2020",2.564
Mauritius,MUS,"Apr 10, 2020",2.229
Mauritius,MUS,"Apr 11, 2020",2.83
Mauritius,MUS,"Apr 12, 2020",2.821
Mauritius,MUS,"Apr 13, 2020",2.778
Mauritius,MUS,"Apr 14, 2020",2.778
Mauritius,MUS,"Apr 15, 2020",2.778
Mauritius,MUS,"Apr 16, 2020",2.778
Mauritius,MUS,"Apr 17, 2020",2.778
Mauritius,MUS,"Apr 18, 2020",2.778
Mauritius,MUS,"Apr 19, 2020",2.769
Mauritius,MUS,"Apr 20, 2020",2.744
Mauritius,MUS,"Apr 21, 2020",2.744
Mauritius,MUS,"Apr 22, 2020",2.744
Mauritius,MUS,"Apr 23, 2020",2.736
Mauritius,MUS,"Apr 24, 2020",2.719
Mauritius,MUS,"Apr 25, 2020",2.719
Mauritius,MUS,"Apr 26, 2020",2.719
Mauritius,MUS,"Apr 27, 2020",2.711
Mauritius,MUS,"Apr 28, 2020",2.994
Mauritius,MUS,"Apr 29, 2020",2.994
Mauritius,MUS,"Apr 30, 2020",2.994
Mauritius,MUS,"May 1, 2020",2.994
Mauritius,MUS,"May 2, 2020",2.994
Mauritius,MUS,"May 3, 2020",2.994
Mauritius,MUS,"May 4, 2020",2.994
Mauritius,MUS,"May 5, 2020",2.994
Mexico,MEX,"Mar 21, 2020",0.985
Mexico,MEX,"Mar 22, 2020",0.797
Mexico,MEX,"Mar 23, 2020",0.633
Mexico,MEX,"Mar 24, 2020",1.09
Mexico,MEX,"Mar 25, 2020",1.235
Mexico,MEX,"Mar 26, 2020",1.053
Mexico,MEX,"Mar 27, 2020",1.368
Mexico,MEX,"Mar 28, 2020",1.674
Mexico,MEX,"Mar 29, 2020",1.887
Mexico,MEX,"Mar 30, 2020",2.014
Mexico,MEX,"Mar 31, 2020",2.559
Mexico,MEX,"Apr 1, 2020",2.387
Mexico,MEX,"Apr 2, 2020",2.685
Mexico,MEX,"Apr 3, 2020",3.311
Mexico,MEX,"Apr 4, 2020",3.555
Mexico,MEX,"Apr 5, 2020",4.18
Mexico,MEX,"Apr 6, 2020",4.386
Mexico,MEX,"Apr 7, 2020",5.125
Mexico,MEX,"Apr 8, 2020",5.063
Mexico,MEX,"Apr 9, 2020",5.47
Mexico,MEX,"Apr 10, 2020",5.638
Mexico,MEX,"Apr 11, 2020",6.061
Mexico,MEX,"Apr 12, 2020",6.471
Mexico,MEX,"Apr 13, 2020",6.351
Mexico,MEX,"Apr 14, 2020",6.621
Mexico,MEX,"Apr 15, 2020",7.52
Mexico,MEX,"Apr 16, 2020",7.679
Mexico,MEX,"Apr 17, 2020",7.718
Mexico,MEX,"Apr 18, 2020",7.942
Mexico,MEX,"Apr 19, 2020",8.67
Mexico,MEX,"Apr 20, 2020",8.304
Mexico,MEX,"Apr 21, 2020",8.117
Mexico,MEX,"Apr 22, 2020",9.02
Mexico,MEX,"Apr 23, 2020",9.2
Mexico,MEX,"Apr 24, 2020",9.189
Mexico,MEX,"Apr 25, 2020",9.486
Mexico,MEX,"Apr 26, 2020",9.428
Mexico,MEX,"Apr 27, 2020",9.205
Mexico,MEX,"Apr 28, 2020",9.234
Mexico,MEX,"Apr 29, 2020",9.366
Mexico,MEX,"Apr 30, 2020",9.731
Mexico,MEX,"May 1, 2020",9.67
Mexico,MEX,"May 2, 2020",9.509
Mexico,MEX,"May 3, 2020",9.331
Mexico,MEX,"May 4, 2020",9.177
Mexico,MEX,"May 5, 2020",9.119
Moldova,MDA,"Mar 24, 2020",0.917
Moldova,MDA,"Mar 25, 2020",0.8
Moldova,MDA,"Mar 26, 2020",0.671
Moldova,MDA,"Mar 27, 2020",0.565
Moldova,MDA,"Mar 28, 2020",1.005
Moldova,MDA,"Mar 29, 2020",0.866
Moldova,MDA,"Mar 30, 2020",0.76
Moldova,MDA,"Mar 31, 2020",0.671
Moldova,MDA,"Apr 1, 2020",1.133
Moldova,MDA,"Apr 2, 2020",1.182
Moldova,MDA,"Apr 3, 2020",1.188
Moldova,MDA,"Apr 4, 2020",1.354
Moldova,MDA,"Apr 5, 2020",1.596
Moldova,MDA,"Apr 6, 2020",1.736
Moldova,MDA,"Apr 7, 2020",1.969
Moldova,MDA,"Apr 8, 2020",2.083
Moldova,MDA,"Apr 9, 2020",2.3
Moldova,MDA,"Apr 10, 2020",2.25
Moldova,MDA,"Apr 11, 2020",2.017
Moldova,MDA,"Apr 12, 2020",1.923
Moldova,MDA,"Apr 13, 2020",1.925
Moldova,MDA,"Apr 14, 2020",2.103
Moldova,MDA,"Apr 15, 2020",2.068
Moldova,MDA,"Apr 16, 2020",2.245
Moldova,MDA,"Apr 17, 2020",2.507
Moldova,MDA,"Apr 18, 2020",2.473
Moldova,MDA,"Apr 19, 2020",2.552
Moldova,MDA,"Apr 20, 2020",2.71
Moldova,MDA,"Apr 21, 2020",2.747
Moldova,MDA,"Apr 22, 2020",2.793
Moldova,MDA,"Apr 23, 2020",2.736
Moldova,MDA,"Apr 24, 2020",2.734
Moldova,MDA,"Apr 25, 2020",2.797
Moldova,MDA,"Apr 26, 2020",2.845
Moldova,MDA,"Apr 27, 2020",2.817
Moldova,MDA,"Apr 28, 2020",2.93
Moldova,MDA,"Apr 29, 2020",2.941
Moldova,MDA,"Apr 30, 2020",2.944
Moldova,MDA,"May 1, 2020",3.054
Moldova,MDA,"May 2, 2020",3.065
Moldova,MDA,"May 3, 2020",3.06
Moldova,MDA,"May 4, 2020",3.033
Moldova,MDA,"May 5, 2020",3.107
Montenegro,MNE,"Apr 1, 2020",0.917
Montenegro,MNE,"Apr 2, 2020",0.813
Montenegro,MNE,"Apr 3, 2020",1.389
Montenegro,MNE,"Apr 4, 2020",1.149
Montenegro,MNE,"Apr 5, 2020",0.995
Montenegro,MNE,"Apr 6, 2020",0.935
Montenegro,MNE,"Apr 7, 2020",0.858
Montenegro,MNE,"Apr 8, 2020",0.83
Montenegro,MNE,"Apr 9, 2020",0.803
Montenegro,MNE,"Apr 10, 2020",0.794
Montenegro,MNE,"Apr 11, 2020",0.778
Montenegro,MNE,"Apr 12, 2020",0.76
Montenegro,MNE,"Apr 13, 2020",1.103
Montenegro,MNE,"Apr 14, 2020",1.095
Montenegro,MNE,"Apr 15, 2020",1.413
Montenegro,MNE,"Apr 16, 2020",1.389
Montenegro,MNE,"Apr 17, 2020",1.32
Montenegro,MNE,"Apr 18, 2020",1.32
Montenegro,MNE,"Apr 19, 2020",1.629
Montenegro,MNE,"Apr 20, 2020",1.623
Montenegro,MNE,"Apr 21, 2020",1.603
Montenegro,MNE,"Apr 22, 2020",1.597
Montenegro,MNE,"Apr 23, 2020",1.587
Montenegro,MNE,"Apr 24, 2020",1.567
Montenegro,MNE,"Apr 25, 2020",1.881
Montenegro,MNE,"Apr 26, 2020",1.875
Montenegro,MNE,"Apr 27, 2020",2.181
Montenegro,MNE,"Apr 28, 2020",2.181
Montenegro,MNE,"Apr 29, 2020",2.181
Montenegro,MNE,"Apr 30, 2020",2.174
Montenegro,MNE,"May 1, 2020",2.174
Montenegro,MNE,"May 2, 2020",2.174
Montenegro,MNE,"May 3, 2020",2.174
Montenegro,MNE,"May 4, 2020",2.484
Montenegro,MNE,"May 5, 2020",2.477
Morocco,MAR,"Mar 23, 2020",3.478
Morocco,MAR,"Mar 24, 2020",2.985
Morocco,MAR,"Mar 25, 2020",2.941
Morocco,MAR,"Mar 26, 2020",2.667
Morocco,MAR,"Mar 27, 2020",3.636
Morocco,MAR,"Mar 28, 2020",6.667
Morocco,MAR,"Mar 29, 2020",6.425
Morocco,MAR,"Mar 30, 2020",5.428
Morocco,MAR,"Mar 31, 2020",5.935
Morocco,MAR,"Apr 1, 2020",5.835
Morocco,MAR,"Apr 2, 2020",5.963
Morocco,MAR,"Apr 3, 2020",6.215
Morocco,MAR,"Apr 4, 2020",6.215
Morocco,MAR,"Apr 5, 2020",6.42
Morocco,MAR,"Apr 6, 2020",6.856
Morocco,MAR,"Apr 7, 2020",7.143
Morocco,MAR,"Apr 8, 2020",7.601
Morocco,MAR,"Apr 9, 2020",7.294
Morocco,MAR,"Apr 10, 2020",7.06
Morocco,MAR,"Apr 11, 2020",7.39
Morocco,MAR,"Apr 12, 2020",7.184
Morocco,MAR,"Apr 13, 2020",7.104
Morocco,MAR,"Apr 14, 2020",7.147
Morocco,MAR,"Apr 15, 2020",6.674
Morocco,MAR,"Apr 16, 2020",6.275
Morocco,MAR,"Apr 17, 2020",5.694
Morocco,MAR,"Apr 18, 2020",5.265
Morocco,MAR,"Apr 19, 2020",5.102
Morocco,MAR,"Apr 20, 2020",4.939
Morocco,MAR,"Apr 21, 2020",4.695
Morocco,MAR,"Apr 22, 2020",4.519
Morocco,MAR,"Apr 23, 2020",4.412
Morocco,MAR,"Apr 24, 2020",4.344
Morocco,MAR,"Apr 25, 2020",4.204
Morocco,MAR,"Apr 26, 2020",4.08
Morocco,MAR,"Apr 27, 2020",3.961
Morocco,MAR,"Apr 28, 2020",3.932
Morocco,MAR,"Apr 29, 2020",3.881
Morocco,MAR,"Apr 30, 2020",3.888
Morocco,MAR,"May 1, 2020",3.844
Morocco,MAR,"May 2, 2020",3.743
Morocco,MAR,"May 3, 2020",3.658
Morocco,MAR,"May 4, 2020",3.549
Morocco,MAR,"May 5, 2020",3.549
Myanmar,MMR,"Apr 19, 2020",4.673
Myanmar,MMR,"Apr 20, 2020",4.505
Myanmar,MMR,"Apr 21, 2020",4.202
Myanmar,MMR,"Apr 22, 2020",4.132
Myanmar,MMR,"Apr 23, 2020",3.937
Myanmar,MMR,"Apr 24, 2020",3.788
Myanmar,MMR,"Apr 25, 2020",3.472
Myanmar,MMR,"Apr 26, 2020",3.425
Myanmar,MMR,"Apr 27, 2020",3.425
Myanmar,MMR,"Apr 28, 2020",3.425
Myanmar,MMR,"Apr 29, 2020",3.333
Myanmar,MMR,"Apr 30, 2020",4
Myanmar,MMR,"May 1, 2020",3.974
Myanmar,MMR,"May 2, 2020",3.974
Myanmar,MMR,"May 3, 2020",3.974
Myanmar,MMR,"May 4, 2020",3.871
Myanmar,MMR,"May 5, 2020",3.727
Netherlands,NLD,"Mar 7, 2020",0.781
Netherlands,NLD,"Mar 8, 2020",0.532
Netherlands,NLD,"Mar 9, 2020",1.132
Netherlands,NLD,"Mar 10, 2020",0.935
Netherlands,NLD,"Mar 11, 2020",1.047
Netherlands,NLD,"Mar 12, 2020",0.994
Netherlands,NLD,"Mar 13, 2020",0.814
Netherlands,NLD,"Mar 14, 2020",0.622
Netherlands,NLD,"Mar 15, 2020",1.251
Netherlands,NLD,"Mar 16, 2020",1.762
Netherlands,NLD,"Mar 17, 2020",1.699
Netherlands,NLD,"Mar 18, 2020",2.522
Netherlands,NLD,"Mar 19, 2020",2.828
Netherlands,NLD,"Mar 20, 2020",3.089
Netherlands,NLD,"Mar 21, 2020",3.54
Netherlands,NLD,"Mar 22, 2020",3.746
Netherlands,NLD,"Mar 23, 2020",4.258
Netherlands,NLD,"Mar 24, 2020",4.485
Netherlands,NLD,"Mar 25, 2020",4.964
Netherlands,NLD,"Mar 26, 2020",5.552
Netherlands,NLD,"Mar 27, 2020",5.84
Netherlands,NLD,"Mar 28, 2020",6.347
Netherlands,NLD,"Mar 29, 2020",6.546
Netherlands,NLD,"Mar 30, 2020",7.096
Netherlands,NLD,"Mar 31, 2020",7.353
Netherlands,NLD,"Apr 1, 2020",8.249
Netherlands,NLD,"Apr 2, 2020",8.616
Netherlands,NLD,"Apr 3, 2020",9.111
Netherlands,NLD,"Apr 4, 2020",9.457
Netherlands,NLD,"Apr 5, 2020",9.93
Netherlands,NLD,"Apr 6, 2020",9.893
Netherlands,NLD,"Apr 7, 2020",9.929
Netherlands,NLD,"Apr 8, 2020",10.73
Netherlands,NLD,"Apr 9, 2020",10.94
Netherlands,NLD,"Apr 10, 2020",11.01
Netherlands,NLD,"Apr 11, 2020",10.872
Netherlands,NLD,"Apr 12, 2020",10.826
Netherlands,NLD,"Apr 13, 2020",10.697
Netherlands,NLD,"Apr 14, 2020",10.632
Netherlands,NLD,"Apr 15, 2020",10.741
Netherlands,NLD,"Apr 16, 2020",11.132
Netherlands,NLD,"Apr 17, 2020",11.347
Netherlands,NLD,"Apr 18, 2020",11.36
Netherlands,NLD,"Apr 19, 2020",11.4
Netherlands,NLD,"Apr 20, 2020",11.282
Netherlands,NLD,"Apr 21, 2020",11.229
Netherlands,NLD,"Apr 22, 2020",11.472
Netherlands,NLD,"Apr 23, 2020",11.635
Netherlands,NLD,"Apr 24, 2020",11.691
Netherlands,NLD,"Apr 25, 2020",11.739
Netherlands,NLD,"Apr 26, 2020",11.855
Netherlands,NLD,"Apr 27, 2020",11.825
Netherlands,NLD,"Apr 28, 2020",11.813
Netherlands,NLD,"Apr 29, 2020",11.886
Netherlands,NLD,"Apr 30, 2020",12.141
Netherlands,NLD,"May 1, 2020",12.196
Netherlands,NLD,"May 2, 2020",12.297
Netherlands,NLD,"May 3, 2020",12.394
Netherlands,NLD,"May 4, 2020",12.462
